Serial number,Time,Status,EacToday(kWh),EacTotal(kWh),Vpv1(V),Vpv2(V),Vpv3(V),Vpv4(V),Vpv5(V),Vpv6(V),Vpv7(V),Vpv8(V),Vpv9(V),Vpv10(V),Vpv11(V),Vpv12(V),Vpv13(V),Vpv14(V),Vpv15(V),Vpv16(V),Ipv1(A),Ipv2(A),Ipv3(A),Ipv4(A),Ipv5(A),Ipv6(A),Ipv7(A),Ipv8(A),Ipv9(A),Ipv10(A),Ipv11(A),Ipv12(A),Ipv13(A),Ipv14(A),Ipv15(A),Ipv16(A),Ppv1(W),Ppv2(W),Ppv3(W),Ppv4(W),Ppv5(W),Ppv6(W),Ppv7(W),Ppv8(W),Ppv9(W),Ppv10(W),Ppv11(W),Ppv12(W),Ppv13(W),Ppv14(W),Ppv15(W),Ppv16(W),Ppv(W),EpvToday(kWh),EpvTotal(kWh),TimeTotal(H),VacRS(V),VacST(V),VacTR(V),IacR(A),IacS(A),IacT(A),PacR(VA),PacS(VA),PacT(VA),VacR(V),VacS(V),VacT(V),Fac(Hz),Pac(W),PF,#NAME?,#NAME?.1,INVTemp(℃),AMTemp1(℃),BTTemp(℃),OUTTemp(℃),AMTemp2(℃),Vstr1(V),Vstr2(V),Vstr3(V),Vstr4(V),Vstr5(V),Vstr6(V),Vstr7(V),Vstr8(V),Vstr9(V),Vstr10(V),Vstr11(V),Vstr12(V),Vstr13(V),Vstr14(V),Vstr15(V),Vstr16(V),Vstr17(V),Vstr18(V),Vstr19(V),Vstr20(V),Vstr21(V),Vstr22(V),Vstr23(V),Vstr24(V),Vstr25(V),Vstr26(V),Vstr27(V),Vstr28(V),Vstr29(V),Vstr30(V),Vstr31(V),Vstr32(V),Istr1(A),Istr2(A),Istr3(A),Istr4(A),Istr5(A),Istr6(A),Istr7(A),Istr8(A),Istr9(A),Istr10(A),Istr11(A),Istr12(A),Istr13(A),Istr14(A),Istr15(A),Istr16(A),Istr17(A),Istr18(A),Istr19(A),Istr20(A),Istr21(A),Istr22(A),Istr23(A),Istr24(A),Istr25(A),Istr26(A),Istr27(A),Istr28(A),Istr29(A),Istr30(A),Istr31(A),Istr32(A),PIDStatus,Vpid1(V),Vpid2(V),Vpid3(V),Vpid4(V),Vpid5(V),Vpid6(V),Vpid7(V),Vpid8(V),Vpid9(V),Vpid10(V),Vpid11(V),Vpid12(V),Vpid13(V),Vpid14(V),Vpid15(V),Vpid(V),Ipid1(mA),Ipid2(mA),Ipid3(mA),Ipid4(mA),Ipid5(mA),Ipid6(mA),Ipid7(mA),Ipid8(mA),Ipid9(mA),Ipid10(mA),Ipid11(mA),Ipid12(mA),Ipid13(mA),Ipid14(mA),Ipid15(mA),Ipid16(mA),PidFaultCode,FaultCode,FaultBit,Subcode(fault/warn),WarnCode,WarnBit,StrUnmatch,StrUnblance,StrBreak,WarnValue1,WarnValue2,WarnValue3,FaultValue,DerateMode,PV ISO(KΩ),R_DCI(mA),S_DCI(mA),T_DCI(mA),PID_BUS(V),GFCI(mA),SVG/APF Status,CT_I_R(A),CT_I_S(A),CT_I_T(A),CT_Q_R(Var),CT_Q_S(Var),CT_Q_T(Var),CT_HAR_I_R(A),CT_HAR_I_S(A),CT_HAR_I_T(A),COMP_Q_R(Var),COMP_Q_S(Var),COMP_Q_T(Var),COMP_HAR_I_R(A),COMP_HAR_I_S(A),COMP_HAR_I_T(A),Debug1,Debug2,Debug3,ReactPower(Var),ReactPowerMax(Var),ReactPower_Total(kWh),isAgain,AfciStatus,StrengthPv1,StrengthPv2,Pstr1(W),Pstr2(W),Pstr3(W),Pstr4(W),Pstr5(W),Pstr6(W),Pstr7(W),Pstr8(W),Pstr9(W),Pstr10(W),Pstr11(W),Pstr12(W),Pstr13(W),Pstr14(W),Pstr15(W),Pstr16(W),Pstr17(W),Pstr18(W),Pstr19(W),Pstr20(W),Pstr21(W),Pstr22(W),Pstr23(W),Pstr24(W),Pstr25(W),Pstr26(W),Pstr27(W),Pstr28(W),Pstr29(W),Pstr30(W),Pstr31(W),Pstr32(W),Total_String_Power(W),Conversion_Efficiency(%),String_Power_CV(%),Temp_Range(℃)
GKLHE8100T,2025-04-04 13:03:00,Operating,444.1,12298.8,702.9,702.2,721.6,714.5,718.3,725.8,720.4,644.4,589.0,597.9,0,0,0,0,0,0,23.0,23.4,22.8,22.6,22.1,11.0,11.2,11.2,10.3,10.5,0,0,0,0,0,0,16166.7,16431.4,16452.4,16147.7,15874.4,7983.8,8068.4,7217.2,6066.7,6277.9,0,0,0,0,0,0,116704.4,395.9,10911.7,224.0,392.2,392.1,392.2,166.7,166.6,166.0,37874.2,37551.6,37615.6,227.2,225.4,226.6,50.0,111985.5,1,360.2,363.0,69.5,69.8,57.4,0,63.8,703.3,703.3,701.5,701.5,721.4,721.4,714.4,714.4,718.3,718.3,725.7,725.7,720.4,720.4,643.1,643.1,589.0,589.0,597.9,597.9,0,0,0,0,0,0,0,0,0,0,0,0,11.6,10.9,11.4,11.3,11.4,10.6,11.2,11.2,11.2,10.7,11.2,0,11.2,0,11.4,0,10.8,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,69.7,8.1,19.4,15.3,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7029，7213,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2233.6,60546.8,369.1,False,0,0,0,8158.279999999999,7665.969999999999,7997.1,7926.950000000001,8223.96,7646.839999999999,8001.279999999999,8001.279999999999,8044.959999999999,7685.809999999999,8127.84,0.0,8068.48,0.0,7331.34,0.0,6361.200000000001,0.0,6576.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,115818.18999999997,96.69077024947465,108.66478136615886,69.8
GKLHE8100T,2025-04-04 13:05:00,Operating,448.5,12303.2,700.0,705.5,719.3,717.8,719.5,727.0,720.6,643.4,588.1,596.6,0,0,0,0,0,0,23.2,23.4,22.9,22.6,22.1,11.0,11.2,11.2,10.4,10.6,0,0,0,0,0,0,16240.0,16508.7,16471.9,16222.2,15900.9,7997.0,8070.7,7206.0,6116.2,6323.9,0,0,0,0,0,0,117031.7,400.0,10915.8,224.0,391.7,391.2,391.5,167.8,167.6,167.1,38057.0,37710.0,37798.0,226.8,225.0,226.2,50.0,112496.8,1,361.1,363.6,69.6,69.7,57.3,0,63.8,703.3,703.3,701.4,701.4,713.3,713.3,718.0,718.0,721.2,721.2,726.9,726.9,720.8,720.8,637.7,637.7,588.1,588.1,596.6,596.6,0,0,0,0,0,0,0,0,0,0,0,0,11.6,10.9,11.5,11.3,11.5,10.8,11.2,11.2,11.2,10.7,11.3,0,11.3,0,11.5,0,10.9,0,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,64.4,134.4,25.0,15.2,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7026，7245,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2253.2,60546.8,369.1,False,0,0,0,8158.279999999999,7665.969999999999,8066.099999999999,7925.820000000001,8202.949999999999,7703.64,8041.599999999999,8041.599999999999,8077.44,7716.84,8213.970000000001,0.0,8145.04,0.0,7333.55,0.0,6410.290000000001,0.0,6622.26,0.0,0,0,0,0,0,0,0,0,0,0,0,0,116325.34999999999,96.70875694764727,108.65709913973238,69.7
GKLHE8100T,2025-04-04 13:07:00,Operating,452.3,12307.0,700.1,701.8,716.0,720.8,721.4,726.2,721.5,641.6,586.7,595.9,0,0,0,0,0,0,23.2,23.4,22.9,22.5,22.0,11.0,11.1,11.2,10.4,10.5,0,0,0,0,0,0,16242.3,16422.1,16396.4,16218.0,15870.8,7988.2,8008.6,7185.9,6101.6,6256.9,0,0,0,0,0,0,116643.5,403.2,10919.0,224.1,391.3,390.4,391.1,167.4,167.3,166.7,37932.8,37575.5,37640.8,226.6,224.6,225.8,49.9,112060.7,1,360.6,362.9,70.0,69.7,57.5,0,63.8,705.1,705.1,702.5,702.5,716.8,716.8,717.5,717.5,720.5,720.5,723.7,723.7,723.6,723.6,644.4,644.4,586.7,586.7,595.9,595.9,0,0,0,0,0,0,0,0,0,0,0,0,11.6,10.9,11.4,11.2,11.4,10.7,11.2,11.2,11.2,10.7,11.3,0,11.2,0,11.3,0,10.9,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,72.7,10.5,89.1,15.3,11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，6999，7210,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2232.9,60546.8,369.2,False,0,0,0,8179.16,7685.59,8008.5,7867.999999999999,8171.5199999999995,7669.759999999999,8035.999999999999,8035.999999999999,8069.599999999999,7709.349999999999,8177.810000000001,0.0,8104.32,0.0,7281.72,0.0,6395.030000000001,0.0,6554.9,0.0,0,0,0,0,0,0,0,0,0,0,0,0,115947.26000000001,96.64799323416526,108.67222826320302,70.0
GKLHE8100T,2025-04-04 13:09:00,Operating,456.1,12310.7,700.5,698.6,721.0,720.6,719.1,720.8,726.9,639.5,586.0,594.1,0,0,0,0,0,0,23.1,23.5,22.7,22.4,22.0,11.0,11.0,11.3,10.4,10.5,0,0,0,0,0,0,16181.5,16417.1,16366.7,16141.4,15820.2,7928.8,7995.9,7226.3,6094.4,6238.0,0,0,0,0,0,0,116329.3,406.4,10922.2,224.1,391.5,390.9,391.4,167.0,166.6,166.1,37875.6,37468.3,37521.9,226.8,224.9,225.9,49.9,111760.4,1,360.7,363.2,70.2,69.7,57.5,0,63.8,702.3,702.3,701.2,701.2,722.0,722.0,719.6,719.6,719.4,719.4,725.7,725.7,720.8,720.8,639.2,639.2,586.0,586.0,594.1,594.1,0,0,0,0,0,0,0,0,0,0,0,0,11.6,10.9,11.4,11.2,11.4,10.6,11.1,11.2,11.3,10.7,11.3,0,11.1,0,11.4,0,10.9,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,41.7,77.1,30.0,15.3,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7011，7231,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2254.7,60546.8,369.3,False,0,0,0,8146.679999999999,7655.07,7993.680000000001,7853.44,8230.800000000001,7653.2,7987.56,8059.5199999999995,8129.22,7697.579999999999,8200.410000000002,0.0,8000.879999999999,0.0,7286.880000000001,0.0,6387.400000000001,0.0,6535.1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,115817.42,96.49705545158923,108.68127110972563,70.2
GKLHE8100T,2025-04-04 13:11:00,Operating,460.3,12315.0,699.0,704.2,713.2,717.2,727.2,729.2,723.2,646.3,589.0,597.1,0,0,0,0,0,0,22.8,23.0,22.7,22.3,21.5,10.8,11.0,11.0,10.2,10.3,0,0,0,0,0,0,15937.2,16196.6,16189.6,15993.5,15634.8,7875.3,7955.2,7109.3,6007.8,6150.1,0,0,0,0,0,0,114992.7,410.4,10926.2,224.1,391.5,390.8,391.3,165.0,164.8,164.1,37422.0,37047.0,37070.1,226.8,224.8,225.9,49.9,110568.1,1,362.3,364.7,69.9,69.8,57.5,0,63.8,699.7,699.7,705.1,705.1,713.9,713.9,719.4,719.4,727.6,727.6,723.4,723.4,727.3,727.3,645.8,645.8,589.0,589.0,597.1,597.1,0,0,0,0,0,0,0,0,0,0,0,0,11.5,10.8,11.2,11.1,11.3,10.7,11.0,11.0,10.9,10.5,11.2,0,11.0,0,11.2,0,10.7,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,52.4,43.3,26.4,15.2,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7032，7245,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2226.0,60546.8,369.3,False,0,0,0,8046.55,7556.760000000001,7897.12,7826.61,8067.070000000001,7638.73,7913.4,7913.4,7930.84,7639.8,8102.079999999999,0.0,8000.299999999999,0.0,7232.959999999999,0.0,6302.299999999999,0.0,6448.68,0.0,0,0,0,0,0,0,0,0,0,0,0,0,114516.6,96.55202826489784,108.67348608938194,69.9
GKLHE8100T,2025-04-04 13:13:00,Operating,464.2,12318.9,704.7,707.6,717.8,714.6,717.3,720.7,720.4,637.0,582.4,593.1,0,0,0,0,0,0,22.8,23.0,22.7,22.4,21.9,11.0,11.0,11.2,10.4,10.3,0,0,0,0,0,0,16067.1,16274.8,16294.0,16007.0,15708.8,7927.7,7924.4,7134.4,6056.9,6108.9,0,0,0,0,0,0,115479.7,413.9,10929.7,224.2,391.2,390.6,390.7,165.1,165.7,165.4,37378.6,37249.3,37347.3,226.4,224.8,225.8,50.0,110819.6,1,358.0,360.2,69.7,69.7,57.3,0,63.8,709.8,709.8,708.1,708.1,718.7,718.7,717.8,717.8,720.4,720.4,722.3,722.3,719.0,719.0,638.5,638.5,582.4,582.4,593.1,593.1,0,0,0,0,0,0,0,0,0,0,0,0,11.5,10.8,11.2,11.0,11.3,10.6,11.1,11.1,11.1,10.6,11.2,0,11.1,0,11.3,0,10.8,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,50.4,86.2,16.7,15.2,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7041，7198,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2273.3,60546.8,369.4,False,0,0,0,8162.7,7665.84,7930.719999999999,7789.1,8121.310000000001,7618.22,7967.579999999999,7967.579999999999,7996.44,7636.24,8089.759999999999,0.0,7980.9,0.0,7215.05,0.0,6289.92,0.0,6464.790000000001,0.0,0,0,0,0,0,0,0,0,0,0,0,0,114896.15,96.45196988758981,108.698281122135,69.7
GKLHE8100T,2025-04-04 13:16:00,Operating,468.3,12323.0,705.3,707.6,715.3,719.2,717.7,718.3,725.8,642.6,592.6,598.1,0,0,0,0,0,0,22.9,23.1,22.9,22.4,22.0,11.1,11.0,11.2,10.2,10.3,0,0,0,0,0,0,16151.3,16345.5,16380.3,16110.0,15789.4,7973.1,7983.8,7197.1,6044.5,6160.4,0,0,0,0,0,0,116131.4,417.6,10933.4,224.2,391.6,391.3,391.2,166.2,166.2,165.8,37660.9,37411.6,37487.3,226.6,225.1,226.1,50.0,111500.4,1,360.0,362.6,69.8,69.7,57.4,0,63.8,705.9,705.9,708.4,708.4,715.8,715.8,718.2,718.2,718.0,718.0,718.6,718.6,724.1,724.1,642.8,642.8,592.6,592.6,598.1,598.1,0,0,0,0,0,0,0,0,0,0,0,0,11.5,10.8,11.2,11.1,11.4,10.7,11.2,11.1,11.2,10.7,11.3,0,11.1,0,11.3,0,10.7,0,10.8,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,82.0,81.2,40.7,15.3,12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，319，32998，0，7064，7212,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2273.6,60546.8,369.5,False,0,0,0,8117.849999999999,7623.72,7934.079999999999,7863.24,8160.12,7659.059999999999,8043.84,7972.02,8041.599999999999,7682.599999999999,8120.180000000001,0.0,8037.51,0.0,7263.64,0.0,6340.82,0.0,6459.4800000000005,0.0,0,0,0,0,0,0,0,0,0,0,0,0,115319.76000000002,96.68802640588218,108.69411657228261,69.8
GKLHE8100T,2025-04-04 13:18:00,Operating,472.1,12326.8,709.1,707.8,719.8,722.7,723.0,721.6,725.6,644.4,591.4,587.9,0,0,0,0,0,0,22.6,23.0,22.6,22.2,21.8,11.0,11.0,11.1,10.2,10.4,0,0,0,0,0,0,16025.6,16279.4,16267.4,16043.9,15761.4,7937.6,7981.6,7152.8,6032.2,6114.1,0,0,0,0,0,0,115567.3,421.0,10936.8,224.2,391.4,391.0,391.1,165.5,165.4,165.1,37485.7,37198.4,37312.6,226.5,224.9,226.0,50.0,110943.3,1,360.3,362.5,69.8,69.7,57.5,0,63.9,708.9,708.9,704.6,704.6,713.5,713.5,722.7,722.7,723.0,723.0,721.3,721.3,725.8,725.8,647.0,647.0,591.4,591.4,587.9,587.9,0,0,0,0,0,0,0,0,0,0,0,0,11.4,10.7,11.2,11.1,11.3,10.7,11.0,11.0,11.0,10.6,11.2,0,11.1,0,11.2,0,10.7,0,10.9,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,103.2,40.3,62.9,15.3,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7085，7227,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2248.5,60546.8,369.5,False,0,0,0,8081.46,7585.23,7891.5199999999995,7821.06,8062.55,7634.45,7949.700000000001,7949.700000000001,7953.0,7663.8,8078.559999999999,0.0,8056.379999999999,0.0,7246.4,0.0,6327.98,0.0,6408.11,0.0,0,0,0,0,0,0,0,0,0,0,0,0,114709.9,96.7164124456564,108.6850241218483,69.8
GKLHE8100T,2025-04-04 13:21:00,Operating,478.2,12332.9,699.0,698.5,719.4,720.7,714.4,722.4,722.0,645.3,582.8,591.8,0,0,0,0,0,0,22.9,23.1,22.4,22.0,21.8,10.9,11.0,10.9,10.3,10.2,0,0,0,0,0,0,16007.1,16135.3,16114.5,15855.4,15573.9,7874.1,7942.0,7033.7,6002.8,6036.3,0,0,0,0,0,0,114605.5,426.4,10942.2,224.3,390.8,390.3,390.3,164.5,164.5,163.9,37209.9,36930.2,36975.8,226.2,224.5,225.6,50.0,110051.8,1,358.8,361.1,69.3,69.8,57.2,0,63.9,698.8,698.8,699.0,699.0,718.7,718.7,720.2,720.2,714.2,714.2,723.6,723.6,720.2,720.2,644.9,644.9,582.8,582.8,591.8,591.8,0,0,0,0,0,0,0,0,0,0,0,0,11.5,10.9,11.3,11.1,11.2,10.5,10.9,10.9,11.1,10.6,11.1,0,11.1,0,11.1,0,10.8,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,33.9,88.1,9.0,15.3,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，319，32998，0，6983，7200,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2235.4,60546.8,369.6,False,0,0,0,8036.2,7616.92,7898.700000000001,7758.9,8049.44,7546.35,7850.180000000001,7850.180000000001,7927.62,7570.52,8031.96,0.0,7994.22,0.0,7158.389999999999,0.0,6294.24,0.0,6332.259999999999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,113916.08000000002,96.60778355434982,108.7005657661738,69.8
GKLHE8100T,2025-04-04 13:24:00,Operating,484.1,12338.8,704.9,702.7,720.7,718.0,717.2,721.3,720.1,643.0,588.6,597.5,0,0,0,0,0,0,22.8,23.1,22.5,22.3,21.9,10.9,11.0,11.1,10.2,10.4,0,0,0,0,0,0,16071.7,16232.3,16215.7,16011.4,15706.6,7862.1,7921.1,7137.3,6003.7,6214.0,0,0,0,0,0,0,115442.1,432.1,10947.9,224.3,391.1,390.6,390.7,164.9,164.8,164.3,37316.8,37047.0,37098.9,226.3,224.8,225.8,50.0,110734.0,1,359.0,361.9,69.4,69.8,57.3,0,63.9,699.2,699.2,706.0,706.0,723.8,723.8,715.2,715.2,721.8,721.8,721.6,721.6,720.5,720.5,643.4,643.4,588.6,588.6,597.5,597.5,0,0,0,0,0,0,0,0,0,0,0,0,11.6,10.8,11.2,11.0,11.2,10.5,11.1,11.1,11.0,10.6,11.2,0,11.1,0,11.3,0,10.7,0,10.7,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,21.4,103.2,81.8,15.3,8,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，6986，7210,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2236.7,60546.8,369.7,False,0,0,0,8110.72,7551.360000000001,7907.2,7766.0,8106.559999999999,7599.9,7938.72,7938.72,7939.799999999999,7651.079999999999,8081.92,0.0,7997.55,0.0,7270.42,0.0,6298.0199999999995,0.0,6393.25,0.0,0,0,0,0,0,0,0,0,0,0,0,0,114551.22000000002,96.66767407627783,108.69778294059327,69.8
GKLHE8100T,2025-04-04 13:26:00,Operating,488.2,12342.9,700.5,711.2,727.2,723.4,715.6,727.7,715.9,641.4,591.2,603.3,0,0,0,0,0,0,22.8,22.7,22.1,22.0,21.8,10.7,11.0,11.0,10.1,10.2,0,0,0,0,0,0,15971.4,16144.2,16071.1,15914.8,15600.0,7786.3,7874.9,7055.4,5971.1,6153.6,0,0,0,0,0,0,114694.7,435.4,10951.2,224.3,390.6,390.2,390.1,164.4,164.3,163.9,37154.4,36885.3,36959.4,226.0,224.5,225.5,50.0,109872.9,1,361.3,363.7,69.1,69.8,57.2,0,63.9,697.5,697.5,708.7,708.7,721.2,721.2,724.9,724.9,717.2,717.2,724.8,724.8,720.5,720.5,641.5,641.5,591.2,591.2,603.3,603.3,0,0,0,0,0,0,0,0,0,0,0,0,11.6,10.8,11.1,10.9,11.1,10.3,10.9,10.9,11.1,10.5,11.0,0,11.0,0,11.2,0,10.6,0,10.4,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,18.9,93.7,91.3,15.3,9,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，6968，7227,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2208.2,60546.8,369.8,False,0,0,0,8091.0,7533.000000000001,7866.570000000001,7724.830000000001,8005.320000000001,7428.360000000001,7901.41,7901.41,7960.92,7530.6,7972.799999999999,0.0,7925.5,0.0,7184.799999999999,0.0,6266.72,0.0,6274.32,0.0,0,0,0,0,0,0,0,0,0,0,0,0,113567.56000000003,96.7467294357649,108.72632639427184,69.8
GKLHE8100T,2025-04-04 13:29:00,Operating,492.3,12347.0,703.8,711.1,720.4,723.5,716.6,720.3,721.4,642.5,585.8,599.7,0,0,0,0,0,0,22.8,22.9,22.5,22.1,21.8,10.9,11.0,11.0,10.3,10.3,0,0,0,0,0,0,16046.6,16284.1,16209.0,15989.3,15621.8,7851.2,7935.4,7067.5,6033.7,6176.9,0,0,0,0,0,0,115220.4,439.2,10955.0,224.4,390.6,390.0,389.8,165.4,165.3,164.8,37347.3,37126.3,37129.4,225.8,224.6,225.3,50.0,110528.7,1,359.0,361.8,69.3,69.8,57.3,0,63.9,704.0,704.0,709.2,709.2,720.9,720.9,723.4,723.4,716.9,716.9,720.2,720.2,721.4,721.4,643.0,643.0,585.8,585.8,599.7,599.7,0,0,0,0,0,0,0,0,0,0,0,0,11.5,10.8,11.2,11.0,11.2,10.5,10.9,11.0,11.1,10.6,11.2,0,11.1,0,11.2,0,10.7,0,10.5,0,0,0,0,0,0,0,0,0,0,0,0,0,Waiting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,-0.1,0,0,0,0,0,0,0,0,0,0/0,0,0,0,0,43008,0,0,0,0,0,1032,40.8,19.3,20.1,15.2,7,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1，0，0，320，32998，0，7034，7212,0，30，662，0，0，13750，1，70,0，0，0，0，0，0，0，0,-2266.4,60546.8,369.9,False,0,0,0,8096.0,7603.200000000001,7943.04,7801.200000000001,8074.079999999999,7569.45,7885.06,7957.4,7957.589999999999,7599.139999999999,8066.24,0.0,8007.539999999999,0.0,7201.599999999999,0.0,6268.0599999999995,0.0,6296.85,0.0,0,0,0,0,0,0,0,0,0,0,0,0,114326.45000000001,96.67815278091814,108.74112065265487,69.8
